Booking_ID,Booking_Date,Booking_Time,City,Vehicle_Type,Ride_Status,Pickup_Location,Drop_Location,Distance_KM,Trip_Duration_Min,Fare_Amount_INR,Surge_Multiplier,Payment_Method,Customer_Rating,Driver_Rating,Driver_ID,Customer_ID,Month,Day_of_Week,Hour,Revenue_Status
UBR107869,2025-05-11,12:30:00,Delhi,Uber XL,Completed,Karol Bagh,Karol Bagh,7.01,39,290.83,1.0,UPI,3.7,4.5,DRV9595,CUS36387,May,Sunday,12,Revenue
UBR107870,2025-09-26,20:23:00,Noida,Uber XL,Completed,Sector 137,Botanical Garden,3.61,22,237.32,1.2,UPI,4.3,4.6,DRV3212,CUS73558,September,Friday,20,Revenue
UBR107871,2025-02-21,02:42:00,Delhi,Uber Auto,Completed,Saket,Connaught Place,7.61,34,242.58,2.0,Cash,4.6,4.1,DRV2112,CUS66932,February,Friday,2,Revenue
UBR107872,2025-03-03,00:03:00,Dehradun,Uber Auto,Cancelled by Customer,Rajpur Road,ISBT,12.75,0,0.0,1.0,Cash,,,DRV5054,CUS11979,March,Monday,0,No Revenue
UBR107873,2025-04-29,10:40:00,Ghaziabad,Uber Premier,Completed,Indirapuram,Kaushambi,16.11,59,379.01,1.0,Cash,4.8,4.0,DRV9021,CUS30040,April,Tuesday,10,Revenue
UBR107874,2025-12-31,21:25:00,Kolkata,Uber Moto,Cancelled by Customer,Ballygunge,Park Street,10.8,0,0.0,1.0,UPI,,,DRV5490,CUS35998,December,Wednesday,21,No Revenue
UBR107875,2025-09-21,21:43:00,Kolkata,Uber Go,Completed,Ballygunge,Howrah,3.12,19,120.62,1.0,UPI,4.3,4.2,DRV4766,CUS30737,September,Sunday,21,Revenue
UBR107876,2025-08-27,15:57:00,Pune,Uber Auto,Completed,Hadapsar,Baner,5.29,32,147.77,1.5,Cash,4.4,3.8,DRV2172,CUS27236,August,Wednesday,15,Revenue
UBR107877,2025-12-17,16:41:00,Hyderabad,Uber Go,Completed,Banjara Hills,Banjara Hills,3.2,21,118.55,1.0,Debit Card,4.4,4.1,DRV8053,CUS25066,December,Wednesday,16,Revenue
UBR107878,2025-09-12,11:09:00,Pune,Uber XL,Cancelled by Customer,Hadapsar,Viman Nagar,2.05,0,0.0,1.2,Cash,,,DRV9154,CUS55910,September,Friday,11,No Revenue
UBR107879,2025-06-22,09:40:00,Delhi,Uber Premier,Completed,Connaught Place,Rohini,12.77,60,358.54,1.0,Wallet,4.1,4.0,DRV4281,CUS70214,June,Sunday,9,Revenue
UBR107880,2025-11-05,19:41:00,Delhi,Uber Go,Cancelled by Customer,Karol Bagh,Rohini,29.37,0,0.0,1.0,Cash,,,DRV8462,CUS87246,November,Wednesday,19,No Revenue
UBR107881,2025-08-25,07:08:00,Chennai,Uber XL,Completed,Anna Nagar,Anna Nagar,22.29,75,622.41,1.0,Debit Card,4.3,4.2,DRV4664,CUS78644,August,Monday,7,Revenue
UBR107882,2025-11-15,14:00:00,Kolkata,Uber XL,Cancelled by Driver,New Town,Salt Lake,4.53,0,0.0,1.2,UPI,,,DRV9485,CUS85822,November,Saturday,14,No Revenue
UBR107883,2025-04-05,17:53:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Indirapuram,23.43,91,565.66,1.5,Wallet,4.7,4.1,DRV9513,CUS20041,April,Saturday,17,Revenue
UBR107884,2025-12-03,07:15:00,Delhi,Uber Moto,No Driver Found,Dwarka,Saket,4.71,0,0.0,1.0,UPI,,,DRV7919,CUS29958,December,Wednesday,7,No Revenue
UBR107885,2025-02-26,15:57:00,Noida,Uber Moto,Completed,Greater Noida,Sector 18,9.16,48,114.54,1.0,Cash,3.8,4.5,DRV2420,CUS64173,February,Wednesday,15,Revenue
UBR107886,2025-03-08,16:45:00,Mumbai,Uber Moto,Completed,Borivali,Borivali,2.58,22,56.46,1.0,UPI,4.2,4.4,DRV6008,CUS72661,March,Saturday,16,Revenue
UBR107887,2025-02-15,18:12:00,Hyderabad,Uber Moto,Completed,Gachibowli,Banjara Hills,15.85,76,213.54,1.2,Wallet,4.2,4.5,DRV6135,CUS89421,February,Saturday,18,Revenue
UBR107888,2025-04-04,09:37:00,Bengaluru,Uber Auto,Completed,HSR Layout,HSR Layout,13.49,76,184.87,1.0,UPI,4.1,4.4,DRV5693,CUS89584,April,Friday,9,Revenue
UBR107889,2025-05-18,10:13:00,Hyderabad,Uber XL,Completed,Gachibowli,Banjara Hills,8.76,46,301.83,1.0,UPI,3.9,3.4,DRV3345,CUS10215,May,Sunday,10,Revenue
UBR107890,2025-04-03,16:39:00,Mumbai,Uber Auto,Completed,Bandra,Borivali,4.67,29,73.15,1.0,Cash,4.1,4.9,DRV4520,CUS68578,April,Thursday,16,Revenue
UBR107891,2025-08-20,23:22:00,Chennai,Uber Go,Completed,T Nagar,Velachery,14.49,84,242.9,1.0,UPI,3.4,4.4,DRV4422,CUS26496,August,Wednesday,23,Revenue
UBR107892,2025-02-18,09:54:00,Lucknow,Uber Go,Completed,Aliganj,Charbagh,5.67,20,155.4,1.0,UPI,3.6,4.3,DRV7654,CUS82867,February,Tuesday,9,Revenue
UBR107893,2025-01-23,23:17:00,Hyderabad,Uber Go,Completed,Secunderabad,Banjara Hills,12.52,51,213.62,1.0,Credit Card,4.1,4.6,DRV6606,CUS12940,January,Thursday,23,Revenue
UBR107894,2025-03-03,18:27:00,Chennai,Uber Auto,Completed,Adyar,Adyar,16.33,84,242.21,1.2,UPI,5.0,3.4,DRV6713,CUS91884,March,Monday,18,Revenue
UBR107895,2025-09-24,20:58:00,Noida,Uber Go,Completed,Botanical Garden,Botanical Garden,3.26,21,103.46,1.0,Cash,4.3,4.7,DRV7641,CUS70370,September,Wednesday,20,Revenue
UBR107896,2025-11-25,06:19:00,Jaipur,Uber XL,Completed,Malviya Nagar,Malviya Nagar,14.94,86,463.15,1.0,Credit Card,5.0,3.7,DRV8342,CUS55514,November,Tuesday,6,Revenue
UBR107897,2025-04-28,10:00:00,Chennai,Uber XL,Cancelled by Driver,T Nagar,Velachery,6.8,0,0.0,1.0,UPI,,,DRV7770,CUS68806,April,Monday,10,No Revenue
UBR107898,2025-03-29,05:11:00,Bengaluru,Uber Premier,Completed,HSR Layout,Koramangala,14.83,79,383.37,1.0,UPI,4.5,4.5,DRV1537,CUS97422,March,Saturday,5,Revenue
UBR107899,2025-03-30,12:26:00,Ghaziabad,Uber XL,Cancelled by Driver,Raj Nagar,Vaishali,8.08,0,0.0,1.0,UPI,,,DRV6055,CUS36868,March,Sunday,12,No Revenue
UBR107900,2025-02-24,23:42:00,Kolkata,Uber Go,Completed,Park Street,Salt Lake,9.65,45,168.35,1.0,Wallet,4.5,4.5,DRV4241,CUS29002,February,Monday,23,Revenue
UBR107901,2025-06-02,07:12:00,Mumbai,Uber Auto,Completed,Dadar,Powai,14.75,70,199.77,1.0,UPI,4.7,3.5,DRV4372,CUS73930,June,Monday,7,Revenue
UBR107902,2025-08-27,16:54:00,Bengaluru,Uber Go,Cancelled by Customer,HSR Layout,HSR Layout,12.0,0,0.0,1.0,Debit Card,,,DRV4496,CUS99748,August,Wednesday,16,No Revenue
UBR107903,2025-09-22,00:03:00,Lucknow,Uber Go,Completed,Charbagh,Gomti Nagar,5.71,33,114.35,1.0,UPI,4.1,3.9,DRV1710,CUS60968,September,Monday,0,Revenue
UBR107904,2025-09-25,18:24:00,Delhi,Uber XL,No Driver Found,Saket,Dwarka,24.56,0,0.0,1.2,UPI,,,DRV1203,CUS14369,September,Thursday,18,No Revenue
UBR107905,2025-04-23,08:05:00,Dehradun,Uber Moto,Completed,ISBT,Rajpur Road,8.32,22,95.52,1.0,Cash,4.5,4.5,DRV6695,CUS35119,April,Wednesday,8,Revenue
UBR107906,2025-06-15,07:53:00,Mumbai,Uber Go,Completed,Powai,Andheri,2.98,18,60.12,1.0,UPI,5.0,4.0,DRV7261,CUS48213,June,Sunday,7,Revenue
UBR107907,2025-06-05,11:56:00,Lucknow,Uber Go,No Driver Found,Hazratganj,Hazratganj,2.89,0,0.0,1.2,UPI,,,DRV3388,CUS33142,June,Thursday,11,No Revenue
UBR107908,2025-01-08,19:44:00,Hyderabad,Uber Auto,Completed,Secunderabad,Madhapur,9.54,53,154.2,1.0,Credit Card,4.1,4.4,DRV1614,CUS46327,January,Wednesday,19,Revenue
UBR107909,2025-07-21,07:55:00,Chennai,Uber Go,Cancelled by Driver,Guindy,Adyar,6.51,0,0.0,1.0,Wallet,,,DRV2807,CUS88846,July,Monday,7,No Revenue
UBR107910,2025-08-05,09:21:00,Ghaziabad,Uber Go,Completed,Crossings Republik,Indirapuram,10.9,44,203.69,1.0,UPI,3.8,2.9,DRV7379,CUS56913,August,Tuesday,9,Revenue
UBR107911,2025-10-19,00:44:00,Hyderabad,Uber Moto,Completed,Banjara Hills,Madhapur,2.77,14,67.92,1.0,UPI,3.4,4.4,DRV2189,CUS40468,October,Sunday,0,Revenue
UBR107912,2025-02-19,22:37:00,Kolkata,Uber XL,Completed,Howrah,New Town,23.28,87,664.99,1.0,Cash,5.0,4.8,DRV3102,CUS15115,February,Wednesday,22,Revenue
UBR107913,2025-04-17,16:53:00,Delhi,Uber XL,Completed,Rohini,Rohini,15.03,56,489.06,1.0,Credit Card,4.3,4.3,DRV5334,CUS26106,April,Thursday,16,Revenue
UBR107914,2025-01-09,18:35:00,Delhi,Uber Auto,Completed,Rohini,Rohini,11.58,61,129.36,1.0,UPI,3.9,4.1,DRV6505,CUS93943,January,Thursday,18,Revenue
UBR107915,2025-08-21,17:52:00,Bengaluru,Uber Go,Completed,Koramangala,Koramangala,13.69,66,241.15,1.0,UPI,4.7,3.8,DRV7263,CUS67367,August,Thursday,17,Revenue
UBR107916,2025-07-07,08:02:00,Jaipur,Uber XL,Completed,Jagatpura,C Scheme,6.58,25,521.38,2.0,Wallet,3.9,4.7,DRV7999,CUS84180,July,Monday,8,Revenue
UBR107917,2025-11-19,16:56:00,Mumbai,Uber Premier,Completed,Andheri,Powai,5.63,16,179.81,1.0,Wallet,4.5,4.3,DRV3810,CUS15224,November,Wednesday,16,Revenue
UBR107918,2025-11-05,07:14:00,Delhi,Uber Moto,Completed,Saket,Connaught Place,1.7,11,85.27,1.0,Credit Card,4.3,4.3,DRV9561,CUS83265,November,Wednesday,7,Revenue
UBR107919,2025-12-04,13:10:00,Hyderabad,Uber Premier,Completed,Hitech City,Secunderabad,9.9,44,436.82,1.5,UPI,4.3,4.1,DRV5669,CUS59483,December,Thursday,13,Revenue
UBR107920,2025-04-20,16:33:00,Pune,Uber Auto,Completed,Baner,Kothrud,7.89,47,140.39,1.0,Wallet,3.8,4.8,DRV3944,CUS52305,April,Sunday,16,Revenue
UBR107921,2025-05-25,16:26:00,Jaipur,Uber Go,Completed,C Scheme,Jagatpura,8.81,39,184.21,1.0,UPI,4.2,3.9,DRV6788,CUS34643,May,Sunday,16,Revenue
UBR107922,2025-08-16,07:22:00,Mumbai,Uber XL,Completed,Borivali,Andheri,45.0,160,1226.58,1.0,Cash,4.6,4.4,DRV9671,CUS88010,August,Saturday,7,Revenue
UBR107923,2025-11-05,03:16:00,Delhi,Uber Auto,Completed,Connaught Place,Rohini,2.57,22,77.88,1.0,UPI,4.7,3.8,DRV8942,CUS84231,November,Wednesday,3,Revenue
UBR107924,2025-04-24,19:57:00,Dehradun,Uber Moto,Completed,Clock Tower,ISBT,13.75,61,123.87,1.0,Debit Card,4.0,3.5,DRV9853,CUS27132,April,Thursday,19,Revenue
UBR107925,2025-03-04,18:59:00,Bengaluru,Uber Auto,Completed,Electronic City,Indiranagar,18.23,61,252.75,1.0,UPI,4.3,3.9,DRV7978,CUS76414,March,Tuesday,18,Revenue
UBR107926,2025-10-02,06:22:00,Noida,Uber Go,Completed,Sector 18,Greater Noida,5.37,33,148.35,1.0,UPI,4.0,4.2,DRV9429,CUS30623,October,Thursday,6,Revenue
UBR107927,2025-05-04,07:33:00,Noida,Uber Go,Completed,Greater Noida,Sector 18,2.28,12,98.47,1.2,UPI,3.9,4.4,DRV1807,CUS38353,May,Sunday,7,Revenue
UBR107928,2025-03-27,21:20:00,Lucknow,Uber Go,Completed,Indira Nagar,Aliganj,4.63,16,169.95,1.2,Cash,4.0,4.4,DRV9542,CUS87274,March,Thursday,21,Revenue
UBR107929,2025-03-11,19:32:00,Mumbai,Uber Go,Cancelled by Customer,Andheri,Andheri,25.74,0,0.0,1.0,UPI,,,DRV9894,CUS63898,March,Tuesday,19,No Revenue
UBR107930,2025-02-16,23:04:00,Noida,Uber Go,Completed,Sector 18,Sector 18,4.85,22,157.53,1.5,UPI,4.7,4.8,DRV5868,CUS65521,February,Sunday,23,Revenue
UBR107931,2025-07-18,09:58:00,Lucknow,Uber Auto,Completed,Hazratganj,Charbagh,17.2,55,226.07,1.0,Credit Card,4.5,4.0,DRV3851,CUS24399,July,Friday,9,Revenue
UBR107932,2025-12-30,14:51:00,Kolkata,Uber XL,Completed,Park Street,Park Street,6.39,34,265.02,1.0,UPI,3.6,4.6,DRV5389,CUS38121,December,Tuesday,14,Revenue
UBR107933,2025-07-20,09:16:00,Bengaluru,Uber Premier,Completed,Whitefield,Koramangala,14.84,80,376.19,1.0,Cash,4.2,3.4,DRV9618,CUS26215,July,Sunday,9,Revenue
UBR107934,2025-10-03,17:59:00,Bengaluru,Uber Go,Completed,Whitefield,Whitefield,24.23,125,427.28,1.0,UPI,4.7,4.0,DRV5069,CUS87449,October,Friday,17,Revenue
UBR107935,2025-02-06,07:00:00,Mumbai,Uber Premier,Completed,Borivali,Dadar,9.78,45,326.3,1.2,Debit Card,3.8,3.1,DRV4906,CUS87147,February,Thursday,7,Revenue
UBR107936,2025-07-22,07:06:00,Chennai,Uber Auto,Completed,Guindy,Anna Nagar,6.67,32,143.11,1.0,Cash,3.1,4.7,DRV4800,CUS56394,July,Tuesday,7,Revenue
UBR107937,2025-05-10,06:02:00,Kolkata,Uber Moto,Completed,Ballygunge,Ballygunge,2.03,14,37.35,1.0,UPI,4.4,4.5,DRV5776,CUS41349,May,Saturday,6,Revenue
UBR107938,2025-10-19,18:25:00,Hyderabad,Uber Go,Cancelled by Driver,Gachibowli,Gachibowli,7.35,0,0.0,1.0,UPI,,,DRV6523,CUS19326,October,Sunday,18,No Revenue
UBR107939,2025-03-05,15:15:00,Chennai,Uber Auto,Completed,Anna Nagar,Anna Nagar,18.99,76,351.98,1.5,UPI,4.5,4.9,DRV4297,CUS55242,March,Wednesday,15,Revenue
UBR107940,2025-09-20,17:15:00,Hyderabad,Uber XL,Completed,Gachibowli,Banjara Hills,6.52,34,269.96,1.0,UPI,4.9,4.4,DRV5235,CUS92262,September,Saturday,17,Revenue
UBR107941,2025-04-30,20:43:00,Pune,Uber Auto,Completed,Viman Nagar,Hinjewadi,1.42,5,59.53,1.5,Credit Card,4.4,4.7,DRV3148,CUS27890,April,Wednesday,20,Revenue
UBR107942,2025-10-05,18:40:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Raj Nagar,5.13,17,157.11,1.0,Cash,3.9,3.9,DRV6183,CUS72409,October,Sunday,18,Revenue
UBR107943,2025-07-21,14:56:00,Mumbai,Uber Go,Completed,Borivali,Powai,10.96,56,292.69,1.2,Debit Card,4.1,3.8,DRV6918,CUS81124,July,Monday,14,Revenue
UBR107944,2025-02-15,23:13:00,Hyderabad,Uber Go,Completed,Gachibowli,Banjara Hills,7.52,40,164.56,1.0,Wallet,4.2,4.0,DRV9421,CUS95369,February,Saturday,23,Revenue
UBR107945,2025-06-17,14:43:00,Mumbai,Uber Moto,Completed,Borivali,Borivali,10.06,40,120.77,1.0,Cash,4.4,3.6,DRV4051,CUS82485,June,Tuesday,14,Revenue
UBR107946,2025-04-20,07:25:00,Pune,Uber XL,Completed,Hadapsar,Hadapsar,12.19,54,811.17,2.0,UPI,3.8,4.5,DRV3016,CUS51029,April,Sunday,7,Revenue
UBR107947,2025-02-15,23:26:00,Jaipur,Uber Moto,Cancelled by Driver,Malviya Nagar,C Scheme,12.69,0,0.0,1.2,Credit Card,,,DRV4648,CUS14786,February,Saturday,23,No Revenue
UBR107948,2025-07-31,01:56:00,Ghaziabad,Uber Premier,Completed,Crossings Republik,Vaishali,1.99,16,114.72,1.0,UPI,4.7,3.8,DRV3298,CUS54435,July,Thursday,1,Revenue
UBR107949,2025-01-28,16:47:00,Bengaluru,Uber Premier,No Driver Found,Whitefield,HSR Layout,7.05,0,0.0,1.0,UPI,,,DRV2587,CUS78696,January,Tuesday,16,No Revenue
UBR107950,2025-03-28,11:16:00,Dehradun,Uber Go,Completed,Rajpur Road,Rajpur Road,15.4,57,290.45,1.0,Wallet,3.6,4.5,DRV2930,CUS54651,March,Friday,11,Revenue
UBR107951,2025-10-18,15:43:00,Delhi,Uber Go,Completed,Connaught Place,Karol Bagh,9.55,40,198.68,1.0,UPI,3.2,4.0,DRV2438,CUS94740,October,Saturday,15,Revenue
UBR107952,2025-06-06,16:03:00,Pune,Uber Auto,Completed,Baner,Baner,15.28,69,206.77,1.0,UPI,3.3,4.6,DRV6706,CUS30661,June,Friday,16,Revenue
UBR107953,2025-09-22,09:16:00,Delhi,Uber Go,Completed,Karol Bagh,Rohini,18.34,74,318.21,1.0,Credit Card,4.9,4.4,DRV7625,CUS79189,September,Monday,9,Revenue
UBR107954,2025-09-22,16:32:00,Ghaziabad,Uber Moto,Completed,Kaushambi,Raj Nagar,3.33,18,47.98,1.0,UPI,3.8,4.3,DRV3193,CUS21250,September,Monday,16,Revenue
UBR107955,2025-01-22,19:29:00,Chennai,Uber Go,Completed,Guindy,Velachery,14.74,57,249.09,1.0,UPI,4.5,4.9,DRV4603,CUS16324,January,Wednesday,19,Revenue
UBR107956,2025-09-13,10:56:00,Pune,Uber Auto,Completed,Viman Nagar,Viman Nagar,24.75,93,312.12,1.0,UPI,4.7,3.6,DRV1698,CUS57735,September,Saturday,10,Revenue
UBR107957,2025-07-10,12:20:00,Noida,Uber Auto,Completed,Botanical Garden,Botanical Garden,7.5,46,181.44,1.5,Cash,4.8,5.0,DRV1382,CUS37027,July,Thursday,12,Revenue
UBR107958,2025-08-20,10:16:00,Mumbai,Uber Auto,Completed,Bandra,Borivali,4.51,24,147.92,1.2,Wallet,4.2,4.4,DRV4116,CUS66728,August,Wednesday,10,Revenue
UBR107959,2025-07-05,19:10:00,Delhi,Uber Moto,Completed,Dwarka,Connaught Place,10.01,56,97.44,1.0,UPI,4.5,4.8,DRV7367,CUS49085,July,Saturday,19,Revenue
UBR107960,2025-11-22,18:50:00,Noida,Uber XL,Completed,Greater Noida,Sector 137,10.38,51,360.9,1.0,Wallet,4.3,5.0,DRV4408,CUS81753,November,Saturday,18,Revenue
UBR107961,2025-07-02,20:54:00,Bengaluru,Uber Go,Completed,Electronic City,Electronic City,9.4,39,212.74,1.0,Debit Card,4.2,3.8,DRV5416,CUS90390,July,Wednesday,20,Revenue
UBR107962,2025-07-21,08:29:00,Mumbai,Uber Moto,Completed,Borivali,Powai,5.71,33,89.67,1.5,Cash,4.0,4.1,DRV8940,CUS97105,July,Monday,8,Revenue
UBR107963,2025-03-06,06:17:00,Chennai,Uber Go,Completed,Velachery,Adyar,15.7,69,225.1,1.0,UPI,4.5,4.1,DRV4209,CUS84228,March,Thursday,6,Revenue
UBR107964,2025-02-12,07:19:00,Kolkata,Uber Go,Completed,Ballygunge,Park Street,13.68,50,240.19,1.0,UPI,4.9,3.9,DRV7328,CUS79834,February,Wednesday,7,Revenue
UBR107965,2025-08-09,08:33:00,Delhi,Uber Go,Completed,Dwarka,Saket,6.56,25,131.3,1.0,UPI,4.3,4.2,DRV8971,CUS22721,August,Saturday,8,Revenue
UBR107966,2025-01-17,15:40:00,Bengaluru,Uber Auto,Completed,Whitefield,Whitefield,3.44,17,47.39,1.0,Credit Card,4.9,4.3,DRV8746,CUS53868,January,Friday,15,Revenue
UBR107967,2025-11-20,22:27:00,Delhi,Uber Auto,Completed,Saket,Saket,13.92,73,190.04,1.0,Credit Card,5.0,4.5,DRV4643,CUS30966,November,Thursday,22,Revenue
UBR107968,2025-10-12,12:08:00,Hyderabad,Uber Go,Completed,Madhapur,Gachibowli,15.23,56,324.41,1.2,Wallet,4.3,4.7,DRV6210,CUS76262,October,Sunday,12,Revenue
UBR107969,2025-07-02,22:43:00,Ghaziabad,Uber Auto,Completed,Indirapuram,Indirapuram,5.76,36,90.04,1.0,Wallet,4.6,4.6,DRV2825,CUS73748,July,Wednesday,22,Revenue
UBR107970,2025-02-13,03:30:00,Dehradun,Uber Go,Completed,ISBT,Prem Nagar,2.25,13,135.26,1.2,UPI,4.1,4.7,DRV8186,CUS78706,February,Thursday,3,Revenue
UBR107971,2025-07-07,21:44:00,Pune,Uber Moto,Completed,Kothrud,Baner,3.89,18,94.4,1.0,Debit Card,4.5,4.4,DRV8490,CUS80241,July,Monday,21,Revenue
UBR107972,2025-09-20,08:15:00,Mumbai,Uber Moto,Completed,Borivali,Borivali,21.39,115,202.87,1.0,Debit Card,3.8,5.0,DRV6480,CUS14437,September,Saturday,8,Revenue
UBR107973,2025-06-23,21:30:00,Ghaziabad,Uber Premier,Completed,Raj Nagar,Raj Nagar,6.4,32,231.24,1.0,UPI,4.4,4.1,DRV9328,CUS92222,June,Monday,21,Revenue
UBR107974,2025-02-23,05:28:00,Chennai,Uber Auto,Completed,Guindy,Velachery,2.47,15,30.0,1.0,UPI,4.2,4.6,DRV9064,CUS95948,February,Sunday,5,Revenue
UBR107975,2025-08-08,22:12:00,Mumbai,Uber Moto,Completed,Dadar,Powai,9.02,29,208.2,2.0,UPI,3.8,4.5,DRV5306,CUS59534,August,Friday,22,Revenue
UBR107976,2025-02-15,08:22:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Crossings Republik,8.62,56,177.01,1.0,UPI,4.5,4.4,DRV2955,CUS86097,February,Saturday,8,Revenue
UBR107977,2025-09-17,10:13:00,Lucknow,Uber Go,Completed,Hazratganj,Aliganj,6.64,36,128.62,1.0,UPI,4.4,4.1,DRV9765,CUS29550,September,Wednesday,10,Revenue
UBR107978,2025-07-14,15:38:00,Jaipur,Uber Moto,Cancelled by Customer,Vaishali Nagar,Jagatpura,16.9,0,0.0,1.0,UPI,,,DRV3061,CUS65375,July,Monday,15,No Revenue
UBR107979,2025-12-13,12:01:00,Jaipur,Uber Moto,Completed,Jagatpura,C Scheme,4.06,26,47.6,1.2,UPI,4.3,4.3,DRV9717,CUS44974,December,Saturday,12,Revenue
UBR107980,2025-03-02,17:11:00,Mumbai,Uber XL,Completed,Dadar,Borivali,12.99,76,400.6,1.0,UPI,4.7,4.7,DRV2687,CUS12538,March,Sunday,17,Revenue
UBR107981,2025-06-15,23:57:00,Mumbai,Uber XL,Cancelled by Customer,Bandra,Dadar,13.31,0,0.0,1.5,UPI,,,DRV2405,CUS13891,June,Sunday,23,No Revenue
UBR107982,2025-06-09,16:27:00,Jaipur,Uber Premier,Completed,C Scheme,Vaishali Nagar,9.16,46,273.11,1.0,Cash,4.2,4.2,DRV3986,CUS16214,June,Monday,16,Revenue
UBR107983,2025-05-31,18:31:00,Mumbai,Uber XL,Cancelled by Driver,Bandra,Borivali,14.24,0,0.0,1.2,Cash,,,DRV8822,CUS33857,May,Saturday,18,No Revenue
UBR107984,2025-04-21,06:55:00,Hyderabad,Uber Moto,Completed,Secunderabad,Madhapur,4.47,38,77.61,1.2,Debit Card,3.9,3.8,DRV1555,CUS54799,April,Monday,6,Revenue
UBR107985,2025-02-06,17:48:00,Lucknow,Uber Go,Completed,Aliganj,Gomti Nagar,5.49,27,136.37,1.0,Cash,4.5,4.1,DRV6226,CUS74726,February,Thursday,17,Revenue
UBR107986,2025-01-03,14:23:00,Lucknow,Uber Go,Completed,Gomti Nagar,Aliganj,4.52,23,166.59,1.2,Cash,4.9,4.8,DRV8607,CUS57889,January,Friday,14,Revenue
UBR107987,2025-01-13,21:36:00,Chennai,Uber Premier,Completed,Adyar,Anna Nagar,21.81,123,540.48,1.0,UPI,3.9,3.5,DRV1042,CUS23813,January,Monday,21,Revenue
UBR107988,2025-06-11,12:28:00,Lucknow,Uber Go,Completed,Charbagh,Indira Nagar,17.77,99,321.81,1.0,Credit Card,4.0,4.7,DRV6198,CUS77723,June,Wednesday,12,Revenue
UBR107989,2025-12-10,18:51:00,Noida,Uber Go,Completed,Botanical Garden,Greater Noida,5.71,31,136.36,1.0,Credit Card,4.2,4.9,DRV8682,CUS91749,December,Wednesday,18,Revenue
UBR107990,2025-11-28,09:41:00,Pune,Uber Auto,Completed,Hadapsar,Hadapsar,5.49,31,83.01,1.2,UPI,4.2,4.5,DRV7570,CUS30631,November,Friday,9,Revenue
UBR107991,2025-09-21,10:17:00,Mumbai,Uber Go,Completed,Bandra,Andheri,3.25,17,107.54,1.0,UPI,4.2,4.5,DRV7901,CUS76349,September,Sunday,10,Revenue
UBR107992,2025-03-24,12:02:00,Bengaluru,Uber Moto,Completed,HSR Layout,Koramangala,10.45,48,139.96,1.2,UPI,4.3,4.3,DRV8700,CUS12929,March,Monday,12,Revenue
UBR107993,2025-09-22,11:12:00,Bengaluru,Uber Moto,Completed,Koramangala,Indiranagar,5.16,26,116.65,1.2,UPI,3.9,4.6,DRV8988,CUS23452,September,Monday,11,Revenue
UBR107994,2025-11-30,09:12:00,Delhi,Uber Moto,Completed,Connaught Place,Rohini,7.95,45,93.42,1.0,UPI,4.0,3.5,DRV8374,CUS21155,November,Sunday,9,Revenue
UBR107995,2025-08-07,04:41:00,Bengaluru,Uber Auto,Completed,Whitefield,Koramangala,13.82,54,185.92,1.0,UPI,4.6,4.9,DRV3990,CUS75478,August,Thursday,4,Revenue
UBR107996,2025-05-26,20:28:00,Mumbai,Uber Auto,Completed,Bandra,Bandra,9.46,44,230.37,1.5,UPI,4.7,3.6,DRV5477,CUS17771,May,Monday,20,Revenue
UBR107997,2025-10-25,05:01:00,Chennai,Uber Go,Completed,Velachery,Adyar,15.13,69,237.1,1.0,Credit Card,4.1,3.3,DRV3235,CUS94550,October,Saturday,5,Revenue
UBR107998,2025-10-24,21:58:00,Ghaziabad,Uber XL,Completed,Indirapuram,Kaushambi,3.57,29,215.25,1.0,UPI,4.3,4.3,DRV4249,CUS37724,October,Friday,21,Revenue
UBR107999,2025-06-10,07:27:00,Delhi,Uber Go,Completed,Saket,Connaught Place,14.15,48,267.88,1.0,Credit Card,4.5,4.7,DRV3247,CUS78121,June,Tuesday,7,Revenue
UBR108000,2025-08-17,05:47:00,Jaipur,Uber Auto,Cancelled by Driver,Jagatpura,Vaishali Nagar,1.12,0,0.0,1.5,UPI,,,DRV9718,CUS66318,August,Sunday,5,No Revenue
UBR108001,2025-08-22,16:03:00,Jaipur,Uber Auto,Completed,C Scheme,Mansarovar,5.95,23,128.35,1.0,UPI,4.5,4.9,DRV7336,CUS58006,August,Friday,16,Revenue
UBR108002,2025-03-30,15:50:00,Delhi,Uber Go,Completed,Karol Bagh,Rohini,18.89,71,316.14,1.0,UPI,3.6,3.8,DRV5268,CUS68404,March,Sunday,15,Revenue
UBR108003,2025-11-29,15:04:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Crossings Republik,2.29,13,96.15,1.0,UPI,3.5,4.0,DRV2404,CUS89052,November,Saturday,15,Revenue
UBR108004,2025-11-06,16:38:00,Kolkata,Uber Go,Completed,New Town,New Town,12.34,46,247.07,1.0,Debit Card,4.4,4.3,DRV5468,CUS71109,November,Thursday,16,Revenue
UBR108005,2025-08-03,10:40:00,Hyderabad,Uber Go,Cancelled by Customer,Hitech City,Secunderabad,2.64,0,0.0,1.5,UPI,,,DRV8553,CUS77700,August,Sunday,10,No Revenue
